# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = eight_school_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = /var/folders/0p/68vzj3fn4sl7mtrptth2cwz40000gn/T/tmp8csu4jpc/b2axtuy2.json
# init = 2 (Default)
# random
#   seed = 55084
# output
#   file = /var/folders/0p/68vzj3fn4sl7mtrptth2cwz40000gn/T/tmp8csu4jpc/eight_school-202006032328-2-a43ejvoa.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_tilde.1,theta_tilde.2,theta_tilde.3,theta_tilde.4,theta_tilde.5,theta_tilde.6,theta_tilde.7,theta_tilde.8,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,y_hat.1,y_hat.2,y_hat.3,y_hat.4,y_hat.5,y_hat.6,y_hat.7,y_hat.8
-9.78823,0.874456,0.351485,3,7,0,18.2765,3.71206,0.847479,-0.829854,-1.74846,0.374866,0.149143,-1.6968,0.89305,-1.9359,0.990013,3.00877,2.23027,4.02975,3.83845,2.27406,4.4689,2.07142,4.55107,-5.0149,-3.38797,-3.78805,-3.35814,-3.18233,-3.36656,-4.49012,-3.89494,-21.948,-0.62689,9.40259,1.15025,0.361894,13.3907,-6.68697,21.2919
-6.57759,1,0.351485,3,7,0,11.8057,2.63751,2.04334,0.172284,-1.22847,0.650007,-0.51649,-0.689716,-0.599495,-1.6548,0.775177,2.98955,0.127336,3.9657,1.58215,1.22819,1.41254,-0.743814,4.22147,-5.01704,-3.53142,-3.78629,-3.43813,-3.14681,-3.31754,-4.97818,-3.90268,-6.8591,2.66389,-1.27211,-4.77381,-5.44495,6.87756,-3.30305,-14.8871
-5.82342,0.989803,0.351485,4,15,0,10.6399,3.73962,4.75808,0.39051,1.16057,-0.801956,0.680831,-0.439569,0.386273,2.09922,-1.45849,5.5977,9.26169,-0.0761428,6.97907,1.64812,5.57754,13.7279,-3.19997,-4.74224,-3.22948,-3.70822,-3.31684,-3.15945,-3.40342,-3.31278,-4.16585,-2.51609,18.8857,-11.4484,-13.9625,14.4636,14.4006,22.2494,-8.25122
-7.91086,0.858913,0.351485,4,15,0,12.061,7.76247,0.518949,0.20856,-0.881628,0.618415,0.992129,1.28426,-0.086397,-1.39156,1.13386,7.87071,7.30495,8.0834,8.27734,8.42894,7.71764,7.04033,8.35089,-4.52741,-3.22394,-3.93145,-3.32358,-3.66496,-3.50331,-3.8221,-3.82986,11.4028,-7.51486,-7.85489,10.2203,6.09325,13.0961,25.7064,-20.8565
-7.93249,0.986957,0.351485,3,15,0,11.2158,0.0901059,0.364014,1.02314,0.22423,-0.383491,-0.83089,-0.892513,-0.284432,1.70242,-0.469092,0.462542,0.171729,-0.0494901,-0.21235,-0.234781,-0.0134315,0.709812,-0.0806502,-5.31213,-3.52793,-3.70853,-3.53178,-3.11978,-3.32108,-4.71628,-4.03453,-2.05207,-11.974,-12.7307,22.4827,3.53383,13.8027,-6.46831,8.45042
-6.71606,0.964301,0.351485,4,15,0,14.9859,8.72238,1.85585,-1.23821,-0.580825,-0.329289,0.370324,1.42647,0.00539985,-0.966646,0.217375,6.42444,7.64446,8.11127,9.40965,11.3697,8.7324,6.92843,9.1258,-4.66144,-3.22216,-3.93266,-3.34083,-4.06067,-3.5639,-3.83442,-3.82206,-22.309,9.72351,-13.6502,19.8286,12.5433,0.837462,1.05402,-19.3735
-3.44313,0.979309,0.351485,3,7,0,9.10309,6.31502,2.83022,0.110318,-0.430382,-0.599454,-0.141005,-0.37044,-0.555509,1.0088,1.00993,6.62725,5.09695,4.61843,5.91595,5.2666,4.74281,9.17015,9.17336,-4.64209,-3.26366,-3.80489,-3.32169,-3.35857,-3.37472,-3.61135,-3.82164,-0.599292,8.70022,-1.45752,6.84081,12.1502,-1.14465,10.7456,60.8896
-5.29079,0.979224,0.351485,3,7,0,7.84592,0.467206,5.18247,2.02788,-0.992803,-0.0250895,0.317369,0.589861,-0.43531,0.98917,-0.371074,10.9766,-4.67797,0.33718,2.11196,3.52414,-1.78878,5.59355,-1.45588,-4.27098,-4.02518,-3.71328,-3.41556,-3.24251,-3.34897,-3.99112,-4.08872,27.8686,-0.416881,-12.1504,-2.48492,-12.2774,-3.7639,9.11813,10.6145
-4.63598,0.984948,0.351485,3,15,0,7.65293,1.28636,6.11779,1.49362,-0.0824468,0.980847,0.274854,0.291048,-0.247255,2.10739,0.292534,10.424,0.781969,7.28698,2.96786,3.06693,-0.226292,14.1789,3.07603,-4.31347,-3.48202,-3.89821,-3.38402,-3.21826,-3.32305,-3.29453,-3.93221,30.8565,-2.71766,21.8688,-8.57095,-5.88997,6.3122,18.245,6.42735
-5.77226,0.238079,0.351485,2,3,0,10.3974,0.193407,2.24033,1.34662,0.120295,0.889255,0.401073,-0.0908834,-0.753075,1.8305,0.241282,3.21027,0.462908,2.18563,1.09194,-0.0102012,-1.49373,4.29433,0.733959,-4.99261,-3.50556,-3.74405,-3.46107,-3.12221,-3.34253,-4.16075,-4.00518,-1.87807,3.19536,-1.28835,36.2704,-5.29283,-1.79366,8.17571,16.6788
-5.9482,0.995391,0.351485,3,7,0,8.58608,1.97239,8.21148,1.42059,-0.626268,1.23489,0.951132,0.416394,0.417985,1.81664,1.02103,13.6376,-3.1702,12.1127,9.78259,5.3916,5.40467,16.8897,10.3566,-4.08539,-3.84539,-4.13761,-3.34883,-3.36834,-3.397,-3.22769,-3.81348,18.62,2.08461,-1.82635,11.1981,-7.79823,5.44761,8.58189,25.0573
-5.9482,0.000124873,0.351485,2,3,0,9.98683,1.97239,8.21148,1.42059,-0.626268,1.23489,0.951132,0.416394,0.417985,1.81664,1.02103,13.6376,-3.1702,12.1127,9.78259,5.3916,5.40467,16.8897,10.3566,-4.08539,-3.84539,-4.13761,-3.34883,-3.36834,-3.397,-3.22769,-3.81348,25.1516,-19.8447,24.519,35.8544,0.907644,-7.56508,30.3174,-0.297352
-7.96806,0.964961,0.351485,4,15,0,11.7189,6.60451,3.05154,1.14395,1.08583,-1.41489,-0.748668,-2.13104,-0.959479,-0.240425,-1.32978,10.0953,9.91796,2.28692,4.31992,0.101569,3.67662,5.87084,2.54665,-4.33938,-3.23992,-3.74612,-3.34651,-3.12365,-3.34644,-3.95711,-3.94722,20.7623,11.0925,14.3934,11.4035,-2.22603,0.838682,-5.5355,25.3711
-4.60404,1,0.351485,3,7,0,15.7755,6.76802,2.09088,0.596376,-0.865812,-0.518212,-0.0163382,0.63804,0.436481,1.41165,0.520619,8.01497,4.9577,5.6845,6.73385,8.10208,7.68065,9.71962,7.85657,-4.51455,-3.2678,-3.83883,-3.31713,-3.62757,-3.50126,-3.56435,-3.8358,6.06054,8.06825,4.18726,14.3406,-14.9346,0.584718,19.0103,33.8814
-6.36633,0.97036,0.351485,3,15,0,9.10125,5.20858,6.0609,0.46694,-0.325016,1.42042,-0.0209572,-1.51972,1.35607,1.42231,-0.19702,8.03866,3.23869,13.8176,5.08156,-4.00228,13.4276,13.8291,4.01446,-4.51244,-3.33487,-4.24393,-3.33204,-3.1718,-3.95503,-3.30851,-3.90772,8.82986,-0.227869,33.6804,12.3888,-6.3341,19.1814,27.599,5.15904
-3.15924,0.95325,0.351485,3,7,0,11.2638,2.31445,8.2392,0.050084,-0.133364,0.566387,-0.619395,-0.722856,-0.194962,0.743692,0.542419,2.7271,1.21563,6.98102,-2.78887,-3.64131,0.708113,8.44187,6.78354,-5.04637,-3.45166,-3.8861,-3.71279,-3.15923,-3.31719,-3.67831,-3.8513,18.3066,10.5986,13.1384,-12.4775,-0.17687,-7.03183,6.28657,-18.9861
-6.75368,0.926752,0.351485,3,7,0,7.7348,8.48842,1.43163,1.4117,-0.908909,-1.01117,-0.498227,0.941999,-0.0778186,-0.896037,-0.711382,10.5094,7.1872,7.0408,7.77514,9.83701,8.37701,7.20563,7.46998,-4.30681,-3.22483,-3.88844,-3.31932,-3.84111,-3.54171,-3.80412,-3.84098,18.1549,-2.78983,-5.33602,28.9785,13.4851,30.8919,2.34189,-7.38826
-7.65729,0.983425,0.351485,3,7,0,9.88528,9.87696,0.846187,1.38241,-0.34158,-0.18452,-0.744347,0.28659,-1.18428,-0.936143,-1.09821,11.0467,9.58792,9.72082,9.2471,10.1195,8.87484,9.08481,8.94767,-4.26568,-3.23413,-4.00758,-3.3377,-3.87939,-3.57309,-3.61893,-3.82369,-18.596,12.7944,0.96051,17.2724,1.06927,10.8752,-5.95579,-25.5454
-7.58765,0.974593,0.351485,4,15,0,12.8012,0.308259,7.95578,1.06256,-0.089629,2.387,-0.779344,-0.10319,0.917615,1.20826,0.299238,8.76174,-0.404809,19.2987,-5.89203,-0.512695,7.6086,9.92094,2.68893,-4.44946,-3.57473,-4.66268,-4.00363,-3.11763,-3.4973,-3.54788,-3.9431,-12.3281,17.0055,36.896,-0.748805,-10.663,12.6404,19.6624,11.2687
-6.59805,0.999386,0.351485,4,15,0,12.4941,2.38968,5.69932,1.49141,0.869958,-0.751955,-0.336291,-0.365258,-0.167685,1.79666,2.38977,10.8897,7.34785,-1.89595,0.473046,0.307954,1.43399,12.6294,16.0098,-4.27757,-3.22365,-3.69391,-3.49287,-3.12672,-3.31761,-3.36574,-3.83412,21.6366,0.401452,9.6617,-7.05909,5.56819,5.85801,9.02162,14.5933
-9.5374,0.958718,0.351485,4,15,0,13.5063,8.2431,1.13854,0.129137,-1.02172,-0.662843,0.793039,-0.222981,-0.374849,-1.37561,-2.70381,8.39013,7.07984,7.48843,9.14601,7.98923,7.81632,6.67692,5.16471,-4.48154,-3.22576,-3.90639,-3.33586,-3.61497,-3.50883,-3.86258,-3.88141,-10.4742,23.4372,-9.28592,1.6922,8.7713,8.68161,11.614,-21.4151
-9.4459,0.970337,0.351485,4,15,0,16.2022,1.02272,6.44786,0.734483,1.30707,-0.0934636,-0.522873,-0.512191,0.0341472,2.34234,3.01244,5.75856,9.4505,0.420075,-2.3487,-2.27983,1.24289,16.1258,20.4465,-4.72628,-3.23204,-3.71437,-3.67798,-3.12627,-3.31708,-3.23909,-3.91941,-4.61011,6.33814,24.3958,-4.31924,-21.0375,-6.83816,30.1193,-17.7529
-6.29349,0.976846,0.351485,3,7,0,13.7497,6.3984,6.05199,1.70761,-1.16585,0.235552,-0.127662,-0.306055,0.980384,-0.660614,-0.926497,16.7328,-0.657309,7.82396,5.62579,4.54616,12.3317,2.40038,0.791257,-3.9091,-3.59627,-3.92035,-3.32464,-3.30604,-3.84744,-4.43827,-4.00319,28.8193,-4.67001,-6.67724,14.0761,-0.632667,4.25924,-5.1711,24.4085
-8.51107,0.593194,0.351485,3,7,0,12.6835,5.03231,0.22892,-0.884149,-0.098165,-0.979835,-0.43505,-0.859015,-1.68872,1.07174,1.15794,4.82991,5.00983,4.808,4.93271,4.83566,4.64572,5.27765,5.29738,-4.82,-3.26623,-3.8106,-3.33449,-3.32638,-3.37176,-4.03081,-3.87864,2.47051,2.26262,-20.8965,6.46204,5.08521,8.27447,8.90881,18.8019
-8.07672,0.988731,0.351485,3,15,0,12.7285,5.30681,0.122273,-0.424946,-0.407566,-0.821312,-0.624238,-0.608362,-1.14729,1.28618,1.0393,5.25485,5.25698,5.20639,5.23049,5.23243,5.16653,5.46408,5.43389,-4.77664,-3.25914,-3.82306,-3.32977,-3.35594,-3.38857,-4.00727,-3.87584,-0.353623,12.4621,-0.70245,5.42017,12.0375,20.8532,24.0135,40.1329
-4.82235,0.998696,0.351485,3,7,0,8.77768,5.36546,3.01854,0.358113,0.798383,0.0305615,0.296688,0.941466,0.847697,-0.889743,-0.6771,6.44643,7.77541,5.45771,6.26102,8.20731,7.92426,2.67973,3.3216,-4.65934,-3.22178,-3.83124,-3.31909,-3.63946,-3.51496,-4.39508,-3.92554,15.1138,0.236016,0.365221,1.94533,10.7403,-0.883442,14.7766,29.2495
-8.75886,0.891239,0.351485,3,7,0,11.3553,7.77853,1.73597,1.06475,1.6023,-0.747604,-0.4965,-1.80205,-0.533273,1.84593,1.19434,9.62691,10.5601,6.48071,6.91662,4.65022,6.85278,10.983,9.85188,-4.37715,-3.25429,-3.86708,-3.31686,-3.31323,-3.45838,-3.46771,-3.81643,29.1587,11.6291,15.071,-1.21603,-5.77967,-0.623066,26.6027,19.24
-9.81967,0.961866,0.351485,4,15,0,13.8727,7.19584,0.0752596,-0.347393,1.01593,1.34248,-0.634491,0.0850814,-1.48715,0.864759,-1.16536,7.16969,7.2723,7.29687,7.14809,7.20224,7.08392,7.26092,7.10814,-4.59121,-3.22417,-3.89861,-3.31692,-3.53145,-3.46978,-3.79816,-3.84624,23.4677,-3.91524,11.832,4.54316,8.74214,-10.7599,8.05185,21.3755
-6.92193,0.946945,0.351485,3,15,0,14.2482,10.367,2.02654,-1.00043,0.021084,0.140301,0.816153,0.941862,-1.19979,-0.436902,0.661168,8.33962,10.4098,10.6513,12.021,12.2757,7.93561,9.48162,11.7069,-4.48595,-3.25056,-4.05551,-3.42101,-4.2041,-3.51561,-3.58434,-3.80944,-6.62481,-2.1069,24.1438,11.6643,-1.56538,-2.36865,7.30854,28.3171
-6.74807,0.943826,0.351485,4,15,0,15.8667,0.216988,1.32043,1.40767,-1.0132,0.606704,-0.373022,-0.728086,1.06877,-0.126116,-0.810257,2.07572,-1.12087,1.0181,-0.275561,-0.744399,1.62823,0.0504608,-0.852901,-5.12047,-3.63747,-3.72306,-3.53557,-3.11657,-3.31846,-4.83245,-4.06424,17.0131,-1.36735,9.00127,-17.1908,-19.8822,-19.5261,5.30702,22.1671
-8.79695,0.949881,0.351485,3,7,0,12.7226,6.83965,0.290283,2.32205,0.310129,-0.268228,-0.0170251,-0.608014,-0.96683,0.913604,1.0262,7.5137,6.92967,6.76178,6.8347,6.66315,6.55899,7.10485,7.13753,-4.55963,-3.22725,-3.87765,-3.31695,-3.47866,-3.44453,-3.81505,-3.8458,-14.6778,11.1961,12.5986,15.5102,-10.1005,12.2562,7.94174,9.79751
-6.00626,0.895162,0.351485,4,15,0,11.8997,4.25849,2.26987,1.44308,1.28564,0.969115,-0.445582,-0.788896,-0.6794,-0.922953,-0.679656,7.53409,7.17671,6.45825,3.24708,2.4678,2.71634,2.16351,2.71576,-4.55777,-3.22491,-3.86625,-3.37503,-3.1904,-3.32901,-4.4755,-3.94233,33.4892,4.41989,14.9664,15.3852,7.53002,15.5429,1.17653,1.2688
-4.2993,0.986336,0.351485,3,7,0,8.89701,3.6743,12.2888,0.518206,-0.299277,-1.43808,0.824802,0.00599676,0.773037,0.679678,0.435572,10.0424,-0.00344528,-13.998,13.8101,3.74799,13.174,12.0267,9.02694,-4.3436,-3.5418,-3.92777,-3.50848,-3.25532,-3.92925,-3.39993,-3.82295,-3.98005,4.57474,-33.7653,6.83897,-8.35102,3.5932,44.0802,27.3639
-3.58507,0.409912,0.351485,3,7,0,10.7123,4.28726,6.65442,0.540109,-0.13404,-1.27161,0.440131,0.470768,0.485884,-0.153217,0.0455572,7.88137,3.3953,-4.17456,7.21608,7.41995,7.52054,3.26769,4.59042,-4.52645,-3.32754,-3.69422,-3.31703,-3.55379,-3.49253,-4.30673,-3.89404,13.0696,-20.5662,-19.0857,0.733071,5.34182,18.1622,2.11063,-1.48158
-5.18957,0.976036,0.351485,3,15,0,6.69212,6.658,2.85799,0.407069,0.104795,-1.07696,1.7536,0.0382384,-0.339706,-0.655501,0.543657,7.8214,6.95751,3.58007,11.6698,6.76729,5.68713,4.78459,8.21177,-4.53182,-3.22696,-3.77609,-3.40694,-3.48858,-3.40762,-4.09476,-3.83146,-5.785,6.86114,-2.64989,17.8995,7.01932,-7.31457,-10.155,-11.1842
-5.24605,0.966405,0.351485,3,7,0,9.22456,5.86939,2.90123,-0.325693,0.412975,-1.06049,-0.368132,0.387018,0.844207,0.297349,1.76805,4.92448,7.06753,2.79266,4.80136,6.99222,8.31863,6.73207,10.9989,-4.81028,-3.22587,-3.75706,-3.33681,-3.51046,-3.53817,-3.85636,-3.81086,13.2098,18.3864,-44.9268,14.2978,21.6062,12.5907,16.1903,21.9962
