# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = eight_school_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = /var/folders/0p/68vzj3fn4sl7mtrptth2cwz40000gn/T/tmpnmbm5jgj/q4sf8q7x.json
# init = 2 (Default)
# random
#   seed = 81729
# output
#   file = /var/folders/0p/68vzj3fn4sl7mtrptth2cwz40000gn/T/tmpnmbm5jgj/eight_school-202006032319-3-obg79en_.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_tilde.1,theta_tilde.2,theta_tilde.3,theta_tilde.4,theta_tilde.5,theta_tilde.6,theta_tilde.7,theta_tilde.8,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,y_hat.1,y_hat.2,y_hat.3,y_hat.4,y_hat.5,y_hat.6,y_hat.7,y_hat.8
-4.37026,0.428571,0.594634,3,7,0,11.8181,2.56652,2.84279,1.50936,0.358758,0.0394851,0.567002,0.575409,-0.905435,0.363811,1.03642,6.85731,3.5864,2.67877,4.17839,4.20229,-0.00743334,3.60076,5.51284,-4.62035,-3.31892,-3.75451,-3.34973,-3.28322,-3.32103,-4.25821,-3.87425,4.43709,14.3269,6.66387,10.8737,18.9959,5.78791,21.5842,13.4483
-3.21309,0.956826,0.594634,3,7,0,6.53517,3.97246,2.51222,0.918372,-0.0392929,-0.58695,0.802201,0.266489,-0.498279,0.647785,0.325724,6.27961,3.87375,2.49791,5.98776,4.64194,2.72067,5.59984,4.79075,-4.67538,-3.30665,-3.75056,-3.32107,-3.31265,-3.32907,-3.99034,-3.88952,14.8998,-10.6432,37.8444,14.0026,15.1957,1.09629,-0.19345,43.6954
-5.12293,0.918583,0.594634,3,7,0,6.72084,2.38885,2.51384,-0.167897,-1.00759,0.42956,0.828622,-0.945665,-1.37778,0.285646,-0.351938,1.96679,-0.144083,3.4687,4.47188,0.0115984,-1.07467,3.10692,1.50413,-5.13305,-3.55315,-3.77325,-3.34324,-3.12248,-3.33462,-4.33054,-3.97932,17.9469,10.7482,1.62829,-8.46951,-13.554,3.65416,15.9497,-1.50962
-5.58578,0.983102,0.594634,3,7,0,7.87556,3.92185,2.84588,-1.21369,-0.261071,0.435156,1.30456,-0.965876,0.134513,-0.775892,-0.413682,0.467835,3.17888,5.16026,7.63449,1.17308,4.30466,1.71376,2.74456,-5.31148,-3.33774,-3.82159,-3.3185,-3.14531,-3.36196,-4.54773,-3.94151,9.18861,1.70611,-3.46232,-2.4142,9.31924,-7.06944,19.0416,-28.7868
-4.16535,0.998239,0.594634,3,7,0,7.81216,2.23976,3.63163,-0.240911,-1.3421,0.0881279,0.298368,-0.127638,-0.021847,1.00496,0.803408,1.36486,-2.63427,2.5598,3.32332,1.77622,2.16042,5.8894,5.15744,-5.2035,-3.78696,-3.7519,-3.37269,-3.16374,-3.3224,-3.95486,-3.88156,-29.3933,6.58751,-10.4751,16.8023,-4.73837,19.7446,-0.199837,10.6415
-4.44137,0.992841,0.594634,3,7,0,6.25607,2.17121,5.228,0.183508,-0.52512,0.447011,0.576549,0.194995,1.57754,0.298499,0.409562,3.13059,-0.574123,4.50818,5.1854,3.19064,10.4186,3.73176,4.3124,-5.00141,-3.5891,-3.80163,-3.33044,-3.22457,-3.68341,-4.23944,-3.90051,-0.600219,0.14173,17.8772,-9.00939,-2.63089,0.0823837,6.44008,6.28472
-3.91089,0.984803,0.594634,3,7,0,6.95477,5.13349,5.28136,1.03356,-0.227881,-0.209454,-0.963212,-0.548543,-1.46042,0.0843302,-0.106214,10.5921,3.92997,4.02729,0.0464279,2.23644,-2.57953,5.57887,4.57254,-4.3004,-3.30435,-3.78798,-3.51664,-3.18082,-3.36978,-3.99295,-3.89444,11.1926,-1.32352,-3.99207,-12.0572,-17.2807,-10.9323,-0.936359,2.20491
-6.24687,0.735188,0.594634,3,7,0,12.2271,7.89943,0.942391,0.259035,-0.128368,-0.39191,-1.07988,0.377947,0.804302,1.67312,0.568097,8.14354,7.77845,7.5301,6.88176,8.2556,8.65739,9.47616,8.4348,-4.50316,-3.22177,-3.9081,-3.31689,-3.64497,-3.55913,-3.5848,-3.82893,2.94742,-0.0472566,-12.9657,1.07164,-0.724662,20.561,14.262,0.434528
-8.13809,0.854316,0.594634,3,7,0,11.5146,-1.74177,0.836215,1.53909,1.51218,-0.452687,-1.0351,0.245359,0.16767,0.205513,0.389426,-0.454757,-0.477255,-2.12031,-2.60733,-1.53659,-1.60156,-1.56991,-1.41612,-5.42626,-3.58084,-3.69304,-3.69824,-3.11794,-3.3448,-5.13643,-4.08708,5.31157,-6.38713,33.5727,3.94256,-16.8936,0.517906,-0.298283,9.7111
-7.60167,0.972672,0.594634,3,7,0,13.4946,9.4169,4.21937,-0.865919,0.85306,0.152045,1.59371,0.944365,-0.850464,1.00917,-0.106603,5.76327,13.0163,10.0584,16.1413,13.4015,5.82848,13.6749,8.9671,-4.72582,-3.34734,-4.02458,-3.66214,-4.39643,-3.41317,-3.31505,-3.82351,-5.41208,-2.07315,22.1436,8.62613,19.1151,-1.602,12.268,21.8066
-6.56205,0.151254,0.594634,3,7,0,17.4353,7.09112,1.43222,-1.41711,1.19009,1.16436,0.989022,-0.0152483,0.289067,-0.53316,-0.208523,5.06151,8.79559,8.75873,8.50761,7.06928,7.50513,6.32752,6.79247,-4.79626,-3.22469,-3.96158,-3.32623,-3.5181,-3.4917,-3.90276,-3.85116,9.24394,-6.75652,15.9197,4.19813,2.73757,10.6052,9.31529,32.4331
-11.4582,0.793503,0.594634,3,7,0,15.4099,-2.68391,5.07615,0.667402,-1.36232,-0.654805,-0.985848,1.27145,2.05837,1.8243,-0.631068,0.703925,-9.59925,-6.0078,-7.68823,3.77016,7.76471,6.57653,-5.88731,-5.28271,-4.77019,-3.7092,-4.20834,-3.25662,-3.50593,-3.874,-4.30307,-13.242,-18.02,-14.5455,3.57251,6.99305,1.87405,8.70449,2.89087
-13.4665,0.95597,0.594634,3,7,0,19.3048,12.3507,1.30966,-0.316446,1.46796,1.10221,1.11151,-1.50947,-2.54168,-1.12718,0.924392,11.9363,14.2733,13.7943,13.8064,10.3739,9.022,10.8745,13.5614,-4.20042,-3.41829,-4.2424,-3.50827,-3.91471,-3.58275,-3.47539,-3.81307,19.2555,-0.409603,33.7206,25.3347,26.1376,-4.80558,13.4935,-5.61362
-5.56991,1,0.594634,3,7,0,16.1285,7.10595,0.818479,-1.25239,0.336612,-0.610094,0.666416,0.4406,-0.638282,-0.424084,-0.622508,6.08089,7.38146,6.6066,7.6514,7.46657,6.58353,6.75885,6.59644,-4.69465,-3.22344,-3.87177,-3.31859,-3.55865,-3.44566,-3.85334,-3.85437,-13.6043,2.428,-15.1902,24.3228,17.6813,13.2948,9.42264,-36.1796
-4.93937,0.90307,0.594634,3,7,0,9.36908,3.93963,8.94854,1.35583,0.535264,0.579243,0.388699,1.31975,0.307538,0.458445,0.0702349,16.0723,8.72946,9.12301,7.41792,15.7494,6.69164,8.04204,4.56813,-3.94314,-3.22418,-3.97857,-3.31756,-4.84791,-3.4507,-3.71733,-3.89455,2.29582,26.6605,29.9439,-2.99064,19.3125,17.1044,17.1523,16.6278
-7.25247,0.843492,0.594634,3,7,0,10.6273,0.281705,2.6904,0.927835,0.0731091,0.240919,0.885476,0.818169,-0.500542,-0.409919,-2.20851,2.77796,0.478398,0.929876,2.66399,2.48291,-1.06495,-0.821143,-5.66009,-5.04066,-3.5044,-3.72169,-3.39452,-3.19104,-3.33445,-4.9927,-4.2906,-24.9375,11.6822,7.67973,15.9927,15.8587,15.1789,1.86327,-23.9417
-8.6885,0.85701,0.594634,3,7,0,16.0588,2.28001,0.626338,-1.12864,2.28434,-0.93267,0.90695,0.349996,0.249608,-0.363256,1.10522,1.5731,3.71078,1.69585,2.84807,2.49923,2.43635,2.05249,2.97225,-5.17895,-3.31351,-3.7346,-3.38807,-3.19175,-3.32536,-4.49314,-3.93508,31.1207,13.609,6.81001,14.5962,0.954179,27.4544,27.9162,-3.30036
-8.10499,0.865025,0.594634,3,7,0,12.2962,0.95774,1.29347,-0.503949,1.66138,-1.01168,1.65297,0.153307,0.372393,-0.121694,1.59492,0.305895,3.10669,-0.350844,3.09581,1.15604,1.43942,0.800332,3.02073,-5.33135,-3.34125,-3.70523,-3.37982,-3.14486,-3.31763,-4.70067,-3.93374,-6.60508,13.6892,17.5872,-10.2701,-2.60855,0.953497,-11.6553,-9.02682
-7.81168,0.946782,0.594634,3,7,0,13.9403,6.04475,5.70716,0.293834,-1.62461,0.861627,-1.59792,-0.932999,-0.294957,-0.260213,-1.3205,7.72171,-3.22714,10.9622,-3.07487,0.71997,4.36138,4.55967,-1.49155,-4.54079,-3.85177,-4.07228,-3.73627,-3.13442,-3.36352,-4.12474,-4.09021,26.5934,-22.2884,27.5687,-3.29431,6.24239,-8.48798,-2.48708,5.04598
-6.65059,0.937247,0.594634,3,7,0,12.2702,3.83246,3.75689,0.144152,2.07311,-1.20008,1.16286,0.448485,-0.431729,0.478535,1.41472,4.37402,11.6209,-0.676115,8.20119,5.51737,2.2105,5.63026,9.1474,-4.8674,-3.28708,-3.70207,-3.3228,-3.37836,-3.32289,-3.98658,-3.82187,13.3654,8.81662,-9.92075,2.92355,3.52871,20.9883,5.00747,11.9304
-6.5381,0.839288,0.594634,3,7,0,13.5802,9.40976,2.25484,0.186161,-1.17382,0.148004,0.532174,0.98084,1.02009,-0.109791,1.06654,9.82953,6.763,9.74349,10.6097,11.6214,11.7099,9.1622,11.8146,-4.36069,-3.22917,-4.00871,-3.37068,-4.09949,-3.79081,-3.61206,-3.80936,4.99311,-10.064,8.08041,17.3929,29.0073,7.67257,4.9797,57.4519
-5.38885,0.98861,0.594634,3,7,0,9.50242,1.81399,1.51759,-0.394756,0.179047,-0.532438,-0.0813072,-0.172049,-0.608396,-0.133595,-1.81417,1.21491,2.08571,1.00597,1.6906,1.55289,0.890693,1.61125,-0.939187,-5.2213,-3.39642,-3.72287,-3.43332,-3.15639,-3.31688,-4.56448,-4.06768,4.66433,-13.7081,20.7624,-11.5155,21.7804,-7.78234,3.57007,29.0462
-3.34581,0.987527,0.594634,3,7,0,7.11179,8.20813,5.59958,0.479264,-0.16745,-0.132693,-0.825558,-0.676465,0.132618,0.415131,0.964864,10.8918,7.27048,7.4651,3.58536,4.42021,8.95074,10.5327,13.611,-4.27741,-3.22418,-3.90543,-3.36501,-3.29751,-3.57805,-3.50033,-3.81332,20.902,10.1109,17.3656,15.891,15.7194,-5.25609,11.9677,41.4266
-4.21341,0.910791,0.594634,3,7,0,7.60866,0.496877,4.12197,0.865854,0.626782,-0.298678,1.30867,0.130506,-1.01944,0.451321,-0.199727,4.0659,3.08045,-0.734265,5.89118,1.03482,-3.70524,2.35721,-0.326391,-4.89997,-3.34253,-3.70155,-3.32191,-3.14172,-3.40832,-4.44501,-4.04379,9.14929,-6.87637,-25.4519,-0.573028,-1.46465,2.90265,11.1998,27.1894
-4.33013,0.194428,0.594634,3,7,0,8.99007,1.81856,9.35197,1.35184,1.08127,-0.933172,0.305489,0.391937,-0.23907,-0.298855,-0.228656,14.4609,11.9305,-6.90844,4.67549,5.48395,-0.417217,-0.976325,-0.319826,-4.03434,-3.29877,-3.72136,-3.33916,-3.37568,-3.32513,-5.02203,-4.04354,24.858,5.37684,-35.3263,-2.88619,1.44594,-5.70901,4.8835,-26.332
-7.41534,0.543534,0.594634,3,7,0,9.16435,3.66112,2.67323,-1.18182,-1.61291,0.923952,0.157537,-0.264021,0.55241,2.00679,0.848985,0.501827,-0.650565,6.13105,4.08225,2.95532,5.13783,9.02573,5.93065,-5.30732,-3.59568,-3.85437,-3.35201,-3.21273,-3.38758,-3.62421,-3.86616,17.9712,-11.8684,19.0842,11.2388,12.22,4.24668,5.60601,-13.4816
-6.23686,0.985324,0.594634,3,7,0,10.4044,3.01709,4.12309,1.8321,1.25347,-0.832363,-0.833445,-0.236928,-1.39321,-0.522653,-0.176497,10.571,8.18525,-0.414814,-0.419276,2.04022,-2.72725,0.862146,2.28938,-4.30203,-3.2217,-3.70458,-3.5443,-3.17322,-3.37424,-4.69005,-3.95483,7.93848,23.9683,-17.336,5.35098,0.327724,9.09162,2.30837,5.61109
-6.89823,0.795279,0.594634,3,7,0,14.1877,6.98314,3.35194,-1.54065,-0.457109,0.606364,0.0967759,0.702101,1.65534,0.390756,-0.201762,1.81897,5.45094,9.01564,7.30753,9.33654,12.5318,8.29293,6.30685,-5.1502,-3.25401,-3.97351,-3.31722,-3.77569,-3.86634,-3.69266,-3.85933,4.38338,13.9337,-22.2319,1.79706,3.04092,25.0986,3.58409,-0.612104
-6.50775,0.986443,0.594634,3,7,0,10.4048,4.2789,3.01639,-1.83035,-1.01256,0.0287674,-0.0731581,0.47082,-0.561074,1.36247,-0.852906,-1.24214,1.22463,4.36567,4.05822,5.69907,2.58648,8.38864,1.7062,-5.52722,-3.45105,-3.79749,-3.35259,-3.39318,-3.32723,-3.68341,-3.97283,-18.2797,3.3399,-18.5741,-10.4835,0.325641,12.0726,4.23454,7.1872
-6.54145,0.852161,0.594634,3,7,0,13.889,4.79025,1.20032,1.68733,1.22328,-0.235585,-0.0938998,-0.550599,0.590713,-0.865764,1.30316,6.81558,6.25857,4.50747,4.67754,4.12935,5.49929,3.75106,6.35446,-4.62428,-3.23669,-3.80161,-3.33912,-3.27857,-3.40049,-4.23669,-3.8585,23.8395,-10.7273,-16.8614,-9.4114,8.44434,7.38619,3.12936,24.4492
-4.34733,0.923583,0.594634,3,7,0,10.793,5.49668,5.62368,-0.389056,-0.0426645,0.322778,0.324461,-0.666621,-0.478228,1.65386,-1.24404,3.30875,5.25675,7.31188,7.32134,1.74781,2.80727,14.7975,-1.4994,-4.98178,-3.25915,-3.89921,-3.31726,-3.16277,-3.33033,-3.2728,-4.09054,-3.07903,13.4397,-4.58021,18.4239,3.45464,19.2045,6.31415,34.2026
-4.6347,0.937874,0.594634,3,7,0,7.44059,3.78404,7.36241,-0.309368,-0.790038,-0.63189,0.439398,0.315419,0.406102,1.57983,1.09583,1.50634,-2.03254,-0.868196,7.01907,6.10628,6.77392,15.4154,11.852,-5.1868,-3.72478,-3.7004,-3.31684,-3.42789,-3.45459,-3.25492,-3.80934,-4.94335,-9.44032,23.9421,16.3552,8.5538,19.4606,18.1785,32.4936
-7.04906,0.80556,0.594634,3,7,0,11.8748,3.01525,8.23293,0.777717,0.752355,0.0351317,-1.53478,-0.265904,-0.0927915,0.458297,-2.03992,9.41813,9.20933,3.30449,-9.62047,0.826084,2.25131,6.78838,-13.7793,-4.39429,-3.22884,-3.76916,-4.45832,-3.13675,-3.3233,-3.85003,-4.83488,7.4134,5.63742,5.71684,-19.1291,5.3887,0.99825,7.83645,-23.4473
-5.9248,1,0.594634,3,7,0,10.5397,6.33516,2.64708,0.884592,2.16747,0.260115,-0.786892,0.668777,0.0934466,0.624418,-0.105105,8.67674,12.0726,7.0237,4.2522,8.10546,6.58252,7.98804,6.05694,-4.45674,-3.30445,-3.88777,-3.34803,-3.62795,-3.44561,-3.72272,-3.86382,8.10692,17.3129,-0.666256,-1.61502,8.34938,-7.13599,5.09748,-1.69275
-6.44312,0.96479,0.594634,3,7,0,9.5972,3.06889,4.52075,-0.24908,-2.18411,-0.386297,0.762402,-0.821524,-0.358286,-0.0984821,0.378542,1.94287,-6.8049,1.32254,6.51552,-0.645009,1.44917,2.62368,4.78019,-5.13582,-4.31745,-3.72802,-3.3178,-3.11694,-3.31767,-4.40368,-3.88975,1.09831,-27.6016,15.738,0.691083,-2.89439,-10.2504,12.0277,37.7425
-7.72477,0.853454,0.594634,3,7,0,10.8427,6.17296,2.14698,1.2616,2.09833,1.49584,-0.618887,0.409218,0.539851,1.15233,0.553568,8.88159,10.678,9.38449,4.84422,7.05154,7.33201,8.64698,7.36146,-4.43924,-3.25738,-3.99109,-3.33604,-3.51633,-3.48251,-3.65892,-3.84251,6.75132,-6.28663,0.0191603,7.80462,25.2432,5.99654,7.0134,32.3006
-7.71355,0.88057,0.594634,3,7,0,14.5762,5.43143,4.05422,-0.59108,-0.778363,1.38941,2.01996,-0.0626695,-0.448098,1.19977,-1.28246,3.03506,2.27578,11.0644,13.6208,5.17735,3.61474,10.2956,0.232049,-5.01198,-3.38536,-4.07787,-3.49797,-3.35172,-3.34509,-3.51832,-4.02302,-0.599705,-4.8518,12.0377,6.11764,7.49108,2.22864,20.9922,-22.4089
-7.3266,1,0.594634,3,7,0,10.6568,5.16694,4.96344,0.713566,1.24887,-1.62888,-1.9744,-1.20748,-0.582446,-0.00391791,0.638228,8.70868,11.3656,-2.91793,-4.63287,-0.826313,2.276,5.14749,8.33474,-4.454,-3.27816,-3.69154,-3.87602,-3.11635,-3.32356,-4.04746,-3.83004,32.6748,-26.77,30.7074,-7.74357,13.5588,11.8862,-7.76839,20.9435
-6.71091,0.99737,0.594634,3,7,0,11.1316,3.31796,2.0034,0.00473537,-0.116377,2.18415,1.71563,0.419934,0.145507,0.308377,-0.202883,3.32745,3.08481,7.69369,6.75505,4.15926,3.60947,3.93576,2.91151,-4.97973,-3.34232,-3.91488,-3.31708,-3.28047,-3.34497,-4.21054,-3.93678,32.4538,-0.393732,-20.8115,18.4595,5.11447,11.481,-2.71049,8.3332
-10.2782,0.460191,0.594634,3,7,0,14.9629,4.06525,1.03081,-0.0425899,0.684203,3.14135,1.45011,-0.123615,-0.137543,-1.16008,-0.299261,4.02135,4.77053,7.30339,5.56004,3.93782,3.92347,2.86943,3.75677,-4.90471,-3.27367,-3.89887,-3.3254,-3.26667,-3.35215,-4.36619,-3.91417,0.398766,13.3133,-1.60026,-0.762838,25.0002,9.4882,18.2044,17.5926
-8.03627,0.9998,0.594634,3,7,0,13.5333,8.29404,6.36037,-0.618543,-0.799621,-1.95924,-1.28584,-0.851198,0.557411,1.77195,0.327305,4.35987,3.20815,-4.16746,0.115619,2.8801,11.8394,19.5643,10.3758,-4.86889,-3.33633,-3.69419,-3.51268,-3.2091,-3.80234,-3.23376,-3.81338,13.6083,-0.554552,18.3967,6.22359,1.74662,-8.64181,19.7403,31.7581
-4.22171,0.953853,0.594634,3,7,0,10.7315,6.40373,4.05943,-0.303043,0.920268,-0.598167,-0.583879,0.584809,0.541307,0.854362,0.793725,5.17354,10.1395,3.97551,4.03351,8.77772,8.60113,9.87195,9.6258,-4.78487,-3.24441,-3.78656,-3.3532,-3.70631,-3.55558,-3.55185,-3.81801,13.6729,4.62174,-0.469862,-4.00518,20.1144,18.0415,-2.09617,38.8755
-8.87109,0.711841,0.594634,2,7,0,13.2546,7.7175,5.35764,-1.61517,-1.01111,0.922539,-1.03481,0.0793365,-1.62793,0.94448,1.23873,-0.936015,2.30031,12.6601,2.17333,8.14255,-1.00435,12.7777,14.3542,-5.48764,-3.38396,-4.17051,-3.4131,-3.63213,-3.33343,-3.35789,-3.81786,-7.33943,0.786981,40.6625,-9.55458,6.90802,-6.31203,-1.81819,21.0254
-6.69072,1,0.594634,3,7,0,12.6024,6.39121,2.82178,-0.568203,1.35878,-0.167867,-0.88398,-0.454209,-1.28857,1.99279,0.861679,4.78786,10.2254,5.91752,3.89681,5.10953,2.75514,12.0144,8.82268,-4.82433,-3.24629,-3.84684,-3.35663,-3.34657,-3.32956,-3.40066,-3.82489,-15.1598,10.9811,-9.70619,14.3812,16.9818,-2.68122,2.23161,-13.1709
-7.98912,0.965319,0.594634,3,7,0,9.54743,8.41343,3.0023,0.0102236,1.28961,0.0124124,-0.780204,0.0265895,-1.09464,2.55538,1.01746,8.44413,12.2852,8.4507,6.07103,8.49326,5.12698,16.0855,11.4682,-4.47684,-3.31334,-3.94762,-3.3204,-3.67247,-3.38721,-3.23985,-3.80975,36.7563,29.8668,-16.0905,16.9918,-11.1608,16.5349,17.4296,6.50253
-9.1108,0.967472,0.594634,3,7,0,14.8038,4.89319,4.83884,-0.236835,-0.469791,1.40978,0.237928,-0.572735,0.223174,1.97516,2.85463,3.74718,2.61995,11.7149,6.04448,2.12182,5.97309,14.4506,18.7063,-4.9341,-3.36625,-4.11443,-3.32061,-3.17632,-3.41903,-3.28451,-3.87871,-11.6423,16.8745,33.4326,-3.75536,2.31148,-12.4255,15.2784,12.5397
-8.10897,1,0.594634,3,7,0,11.5075,3.96181,4.64273,1.50618,1.00984,-1.63046,0.213875,0.484421,-0.173414,0.00208496,-2.45264,10.9546,8.65024,-3.60796,4.95478,6.21085,3.1567,3.97149,-7.42511,-4.27265,-3.22364,-3.69225,-3.33412,-3.43713,-3.33605,-4.20552,-4.39162,20.8293,-5.72065,20.1756,29.9599,9.93869,1.73092,14.9844,-18.1656
-8.8484,0.962544,0.594634,3,7,0,13.6363,6.59288,2.50356,-0.791885,-0.847883,1.64915,0.257409,-0.979411,-0.113587,-0.524784,2.5484,4.61035,4.47015,10.7216,7.23732,4.14086,6.30851,5.27905,12.973,-4.84271,-3.28382,-4.05927,-3.31707,-3.2793,-3.43328,-4.03064,-3.81077,7.44623,1.3087,10.9015,6.37733,36.9904,21.4953,0.223818,31.6478
-10.4024,0.96067,0.594634,3,7,0,15.2803,6.4409,1.32556,-0.0790963,1.47413,-1.39222,-1.39496,1.37603,-1.43199,0.413966,-2.10769,6.33606,8.39495,4.59543,4.5918,8.26491,4.54272,6.98964,3.64704,-4.66994,-3.2223,-3.8042,-3.3408,-3.64603,-3.3687,-3.82766,-3.91698,6.50018,-7.77183,1.96495,-13.6855,10.4039,4.02645,20.4127,-33.0098
-11.8494,0.775515,0.594634,3,7,0,17.7206,4.47315,8.10365,1.96126,0.614045,1.27707,0.292461,-1.7634,2.37461,-0.0895361,1.01574,20.3665,9.44916,14.8221,6.84315,-9.81681,23.7162,3.74758,12.7043,-3.75648,-3.23202,-4.31189,-3.31694,-3.59602,-5.44917,-4.23718,-3.81008,28.0377,23.2716,9.18527,23.7954,-13.8692,29.1363,3.6275,27.4768
