# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = eight_school_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = /var/folders/0p/68vzj3fn4sl7mtrptth2cwz40000gn/T/tmpnmbm5jgj/q4sf8q7x.json
# init = 2 (Default)
# random
#   seed = 81729
# output
#   file = /var/folders/0p/68vzj3fn4sl7mtrptth2cwz40000gn/T/tmpnmbm5jgj/eight_school-202006032319-2-js7u680c.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_tilde.1,theta_tilde.2,theta_tilde.3,theta_tilde.4,theta_tilde.5,theta_tilde.6,theta_tilde.7,theta_tilde.8,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,y_hat.1,y_hat.2,y_hat.3,y_hat.4,y_hat.5,y_hat.6,y_hat.7,y_hat.8
-8.71588,0.986045,0.337175,4,15,0,12.4424,2.35224,1.69017,2.77623,0.352351,0.528891,-0.454788,1.2515,-0.885735,-0.7688,0.856168,7.04455,2.94777,3.24615,1.58357,4.46748,0.855191,1.05283,3.79931,-4.60284,-3.34915,-3.76773,-3.43806,-3.30069,-3.31692,-4.65756,-3.91309,0.134703,21.6412,35.8302,17.5716,-16.7345,9.91921,-1.32771,2.54701
-5.46967,1,0.337175,3,7,0,11.1865,1.3852,2.59743,0.813552,0.52471,-0.119909,-1.553,0.947065,0.263962,-0.269032,0.766011,3.49835,2.7481,1.07375,-2.64861,3.84514,2.07083,0.686412,3.37486,-4.96106,-3.35944,-3.72394,-3.70153,-3.26107,-3.32157,-4.72033,-3.92411,4.70929,3.56572,9.45629,12.0936,1.91904,-4.29824,2.62298,21.0181
-4.70637,0.994883,0.337175,4,15,0,10.3186,3.37317,3.71515,0.135543,-0.106664,0.194628,1.97192,-0.663666,-0.790512,0.779851,-0.424694,3.87673,2.9769,4.09624,10.6991,0.907545,0.436295,6.27043,1.79536,-4.92017,-3.34768,-3.78988,-3.37338,-3.13862,-3.31815,-3.90944,-3.97001,-0.444814,-18.4269,-11.3171,0.664789,-8.59055,-4.41457,19.4121,26.1856
-4.48439,0.950899,0.337175,3,15,0,9.24472,5.28284,2.14982,0.701116,-0.509879,0.228047,1.01939,0.672902,-0.746574,0.849507,-0.89902,6.79011,4.18669,5.7731,7.47434,6.72946,3.67784,7.10913,3.35011,-4.62668,-3.29423,-3.84185,-3.31776,-3.48496,-3.34647,-3.81458,-3.92477,28.8967,4.02938,22.4785,9.66404,18.9765,17.3055,15.7407,29.6719
-9.57639,0.913832,0.337175,3,7,0,13.057,1.57991,3.27894,-1.21677,1.94647,-1.51408,2.27397,0.220789,0.663402,0.0224143,-0.281071,-2.40981,7.96227,-3.38467,9.03612,2.30386,3.75516,1.6534,0.658292,-5.682,-3.22153,-3.69182,-3.33397,-3.18354,-3.3482,-4.55758,-4.00782,-14.4888,16.7006,21.4816,15.3609,9.22891,13.678,-6.8261,32.2811
-5.88621,0.907945,0.337175,3,7,0,14.0727,3.28459,0.358878,-0.0749134,-1.13731,-0.938138,-0.77564,0.627824,0.363242,-0.0388491,0.136569,3.25771,2.87643,2.94791,3.00623,3.5099,3.41495,3.27065,3.3336,-4.98739,-3.35278,-3.76062,-3.38274,-3.24171,-3.34093,-4.30629,-3.92522,-3.70545,2.92847,-18.6779,19.2838,2.95653,19.2716,10.8175,8.51429
-4.60201,0.991132,0.337175,4,15,0,9.38126,6.33874,1.55503,-0.112251,0.404467,1.20348,0.552143,-0.833041,-0.871902,0.613051,0.322436,6.16419,6.9677,8.21019,7.19734,5.04334,4.98291,7.29205,6.84014,-4.68655,-3.22685,-3.93697,-3.31699,-3.34161,-3.38239,-3.79482,-3.8504,-27.9319,-4.05945,10.6867,-7.43228,12.1055,7.87377,34.4462,12.6423
-8.6284,0.941496,0.337175,3,7,0,11.2811,7.24537,0.472188,-1.63645,0.354186,0.40471,0.34175,-1.6445,0.168868,1.27961,-1.24759,6.47266,7.41261,7.43647,7.40674,6.46886,7.32511,7.84958,6.65627,-4.65683,-3.22325,-3.90426,-3.31752,-3.46051,-3.48215,-3.73668,-3.85338,2.34706,6.26894,1.69725,-6.43618,20.2573,7.14219,-7.28635,16.6589
-8.53123,0.287649,0.337175,4,15,0,15.4049,3.9126,15.8543,1.3292,0.0795511,0.825839,-0.524743,-1.10695,-1.68622,0.910095,0.293279,24.9861,5.17383,17.0057,-4.40683,-13.6373,-22.8212,18.3415,8.56233,-3.64717,-3.26146,-4.47322,-3.8545,-4.10198,-5.66167,-3.22211,-3.82755,15.5555,5.27025,-3.44845,-10.9758,-7.33795,-12.4739,24.7434,27.872
-9.8931,0.99881,0.337175,4,15,0,16.2459,5.06408,0.548358,-0.0465797,0.316079,-0.220954,1.79933,1.68649,2.2127,1.08479,-0.214577,5.03854,5.23741,4.94292,6.05076,5.98889,6.27744,5.65894,4.94642,-4.79861,-3.25968,-3.81475,-3.32056,-3.41767,-3.43192,-3.98303,-3.88609,13.2201,2.02501,-19.227,-2.98705,4.78626,14.9439,18.3883,-22.2032
-7.66122,0.988169,0.337175,4,15,0,12.5748,5.7511,1.17944,0.802154,-0.218027,-0.765047,-1.87041,-1.65896,-1.47604,0.400766,0.287716,6.6972,5.49395,4.84877,3.54505,3.79446,4.0102,6.22378,6.09045,-4.63545,-3.25292,-3.81185,-3.36616,-3.25806,-3.35428,-3.91492,-3.8632,4.23397,18.9695,4.28862,-10.4311,1.46876,14.0872,15.1103,16.4098
-7.76619,0.994801,0.337175,4,15,0,11.5435,4.69783,1.44622,0.72577,-0.35717,-1.36994,-1.47434,-1.73332,-1.67235,0.397282,-0.0277931,5.74745,4.18129,2.7166,2.56562,2.19108,2.27925,5.27239,4.65764,-4.72738,-3.29444,-3.75535,-3.39809,-3.17902,-3.3236,-4.03148,-3.89251,7.11468,0.443021,-14.2988,-33.6449,9.76543,2.00853,-6.04484,19.0441
-5.68967,0.99636,0.337175,3,7,0,10.4587,2.93411,7.82313,1.24371,0.191412,-0.873353,-1.62694,-0.820767,-0.754427,1.15781,-0.641091,12.6638,4.43155,-3.89825,-9.79367,-3.48686,-2.96787,11.9918,-2.08124,-4.14965,-3.28519,-3.6931,-4.48224,-3.15434,-3.38189,-3.40201,-4.1153,-3.77601,6.81713,1.62849,0.987966,-1.31816,-0.282802,14.1534,4.86769
-5.40048,0.697201,0.337175,4,15,0,9.87135,3.89625,2.07999,0.535568,-0.975199,-0.803471,0.37404,0.692909,0.618877,1.04229,1.53308,5.01023,1.86784,2.22504,4.67425,5.33749,5.18351,6.0642,7.08504,-4.8015,-3.40954,-3.74485,-3.33919,-3.36409,-3.38916,-3.93384,-3.84659,-1.40265,-9.65291,-10.0493,-3.53489,1.34266,10.2104,3.61576,-6.17515
-7.85458,0.942726,0.337175,4,15,0,12.7811,5.87025,0.687505,-0.0902003,0.462759,1.02257,-0.383654,-1.79713,-0.233423,-0.322574,-1.96755,5.80824,6.1884,6.57328,5.60649,4.63471,5.70977,5.64848,4.51755,-4.72138,-3.23793,-3.87053,-3.32486,-3.31215,-3.40849,-3.98432,-3.89571,4.60564,24.7751,24.027,-9.41735,14.1559,-12.9877,13.601,-29.2425
-6.78525,0.965077,0.337175,4,15,0,11.2732,0.601048,1.33796,1.0341,0.538763,-0.026482,0.40649,0.812305,-1.25877,1.32624,1.35436,1.98464,1.32189,0.565616,1.14492,1.68788,-1.08314,2.37551,2.41313,-5.13099,-3.44451,-3.71636,-3.45849,-3.16076,-3.33477,-4.44215,-3.95114,-14.5205,4.94453,2.81527,-28.0391,4.3749,6.93158,19.0603,0.545042
-6.03936,0.77246,0.337175,4,15,0,12.3846,3.55192,3.64149,-0.105519,-0.309968,-1.00745,0.35304,0.321405,-0.846697,1.80095,1.95963,3.16767,2.42318,-0.116711,4.83751,4.72231,0.468682,10.1101,10.6879,-4.99731,-3.37703,-3.70776,-3.33616,-3.31829,-3.318,-3.53278,-3.81197,19.9302,-0.17892,32.2007,3.16693,4.02332,-3.78362,15.3217,27.017
-5.79645,0.988054,0.337175,4,15,0,8.38148,-0.375557,21.0329,0.0616369,0.558462,-0.685816,0.624594,0.36403,-0.199936,1.32881,1.32514,0.920845,11.3705,-14.8003,12.7615,7.28105,-4.58078,27.5732,27.496,-5.2565,-3.27833,-3.96349,-3.454,-3.53947,-3.44553,-3.67976,-4.17988,-13.9424,-2.21306,-30.2303,26.2104,15.6243,-13.3962,35.0991,43.408
-4.16775,1,0.337175,3,15,0,7.42526,1.51189,4.06712,1.64236,0.411143,0.385344,0.0374234,-0.0240224,1.04736,1.07755,0.706671,8.19158,3.18406,3.07914,1.6641,1.41419,5.77165,5.89443,4.38601,-4.49893,-3.33749,-3.76371,-3.43449,-3.15214,-3.41092,-3.95425,-3.89877,26.6875,3.59572,-7.56046,-2.33922,-18.6164,12.468,-1.89749,-23.0457
-2.2396,0.990706,0.337175,3,7,0,6.71964,1.67591,8.47509,1.10435,0.341024,0.133234,0.0693468,0.2852,-0.341164,1.27304,-0.0731241,11.0353,4.56612,2.80508,2.26363,4.09301,-1.21548,12.465,1.05618,-4.26654,-3.28048,-3.75735,-3.40953,-3.27628,-3.33712,-3.3747,-3.99414,27.022,-5.90425,-34.6765,-13.7334,4.81517,2.3114,17.3229,-4.70189
-4.84342,0.950509,0.337175,3,7,0,6.42635,4.58354,8.30379,1.76586,0.352535,0.0972507,-0.365222,-0.481445,-1.03321,0.329808,-1.48222,19.2468,7.51092,5.39109,1.55082,0.585726,-3.99604,7.3222,-7.72449,-3.79725,-3.22272,-3.82905,-3.43953,-3.13168,-3.41998,-3.7916,-4.4097,23.4383,15.3676,10.637,9.77475,7.76913,6.892,8.16474,-14.8994
-5.88735,0.976524,0.337175,4,15,0,9.77992,5.86172,2.98542,0.432471,-0.735302,-0.872297,-0.088462,-0.18942,-0.0593243,0.497365,2.46896,7.15283,3.66653,3.25754,5.59763,5.29622,5.68461,7.34657,13.2326,-4.59278,-3.31542,-3.76801,-3.32496,-3.36087,-3.40752,-3.789,-3.81165,3.70353,-8.07486,25.1503,-7.35061,11.1771,10.5633,18.7342,12.3886
-13.5685,0.885251,0.337175,3,7,0,16.3856,5.5973,1.73906,-1.03359,-0.273801,-1.28982,1.37265,1.56131,2.52019,1.49573,2.34066,3.79983,5.12115,3.35422,7.98442,8.31251,9.98005,8.19845,9.66785,-4.92843,-3.26296,-3.77039,-3.32084,-3.65149,-3.65006,-3.70188,-3.8177,27.9338,15.4438,31.8583,10.5889,21.074,26.3181,16.4259,26.8094
-10.0359,0.958961,0.337175,4,15,0,20.5535,3.10359,0.379065,0.444499,0.985644,-0.459913,0.714213,-1.98966,-1.56474,-1.6153,-0.912962,3.27208,3.47721,2.92925,3.37432,2.34938,2.51045,2.49128,2.75751,-4.98581,-3.3238,-3.76019,-3.37115,-3.18541,-3.32626,-4.42412,-3.94114,35.8232,-5.9138,12.2045,12.9609,-3.81198,1.10246,-0.0468173,43.5472
-7.55706,0.913481,0.337175,3,7,0,14.774,3.10919,0.098279,0.501693,-0.0912204,-0.148399,0.877757,-0.725379,-0.757626,-1.30305,-0.500865,3.1585,3.10023,3.09461,3.19546,3.0379,3.03473,2.98113,3.05997,-4.99832,-3.34156,-3.76407,-3.37665,-3.21681,-3.33394,-4.34936,-3.93265,0.572558,-4.78059,5.48126,5.33209,-6.13596,7.05583,9.09701,6.64086
-6.13113,0.969321,0.337175,4,15,0,11.1172,7.15944,2.36911,1.16394,1.07525,0.179336,-1.04269,-0.0848162,0.834867,1.77141,0.534128,9.91693,9.70682,7.58431,4.68919,6.9585,9.13733,11.3561,8.42485,-4.35365,-3.23609,-3.91033,-3.3389,-3.50714,-3.59045,-3.44223,-3.82904,32.5562,36.6751,33.9413,-0.910124,4.99065,12.5498,-2.30584,-39.3812
-6.17122,0.957058,0.337175,4,15,0,12.592,5.62857,2.74864,1.06545,-1.54313,-0.543287,1.59634,-0.435669,0.19665,1.3749,-0.444785,8.5571,1.38707,4.13527,10.0164,4.43108,6.16909,9.40769,4.40602,-4.46705,-3.44018,-3.79096,-3.35443,-3.29824,-3.42725,-3.59066,-3.8983,-0.975533,-18.8249,1.65501,22.307,10.8321,14.5345,-9.00339,20.2698
-7.12489,0.973471,0.337175,4,15,0,12.998,10.8312,5.70321,0.302358,0.162062,0.489756,-1.20616,-1.62576,0.813844,0.552194,-1.19276,12.5556,11.7555,13.6244,3.95221,1.55916,15.4727,13.9805,4.02864,-4.15705,-3.29204,-4.23131,-3.35522,-3.15659,-4.18237,-3.30231,-3.90737,33.4847,12.9488,14.1997,-13.6048,1.03849,13.8134,16.4646,15.2164
-3.91178,0.932279,0.337175,3,7,0,10.7988,3.43346,4.65927,1.06189,0.589555,-0.798442,-0.896371,-0.404047,0.601568,0.306346,-0.914025,8.38109,6.18036,-0.286701,-0.74298,1.55089,6.23633,4.86081,-0.825236,-4.48233,-3.23808,-3.70591,-3.56458,-3.15633,-3.43014,-4.08472,-4.06315,40.8864,0.697594,-31.1972,-2.86645,0.0174185,22.206,9.26728,-26.3737
-8.387,0.916128,0.337175,3,7,0,10.4161,5.44991,4.0239,2.10502,1.41776,-1.81293,-0.122698,0.275514,0.457669,-0.636797,1.61284,13.9203,11.1548,-1.84514,4.95619,6.55855,7.29153,2.88751,11.9398,-4.06752,-3.27129,-3.69413,-3.33409,-3.46883,-3.4804,-4.36346,-3.80932,16.3601,17.3354,0.190126,-6.42965,8.09514,-7.07671,-4.93342,11.8384
-8.84819,0.979953,0.337175,4,15,0,15.5236,4.64775,5.12281,1.50114,1.236,2.4584,0.969435,0.394118,-0.0996905,-0.283433,-1.13356,12.3378,10.9796,17.2417,9.61399,6.66675,4.13705,3.19577,-1.15926,-4.17211,-3.26591,-4.49177,-3.34507,-3.479,-3.3575,-4.31735,-4.07654,20.1546,0.203934,45.5103,13.1221,-2.95336,8.99134,-0.174842,0.249166
-6.11141,0.997921,0.337175,3,15,0,12.3547,8.68696,1.21851,-0.231945,-0.614985,-0.901535,0.0534586,0.560856,-1.42986,0.0460574,1.10306,8.40433,7.9376,7.58843,8.7521,9.37037,6.94466,8.74308,10.031,-4.4803,-3.22154,-3.9105,-3.32952,-3.78002,-3.46286,-3.64998,-3.81529,10.5363,-6.75904,23.8986,36.04,2.25793,0.159801,30.9932,50.6059
-4.52006,0.991111,0.337175,4,15,0,10.2936,0.872349,7.67645,0.705737,0.749118,0.773775,0.0231484,-0.614346,1.04886,0.58496,-1.03281,6.2899,6.62291,6.81219,1.05005,-3.84365,8.92385,5.36277,-7.05596,-4.67439,-3.23101,-3.87957,-3.46312,-3.16608,-3.57629,-4.02002,-4.3697,-5.38985,-2.50294,1.17113,12.2804,-4.24244,-4.10972,22.3332,0.519801
-6.01062,0.979618,0.337175,4,15,0,8.93961,-3.47753,6.75566,0.325863,-0.514643,-0.107829,0.803734,0.660195,1.15551,1.41996,0.237686,-1.27611,-6.95429,-4.20599,1.95222,0.98252,4.32873,6.11526,-1.8718,-5.53164,-4.33968,-3.69437,-3.42212,-3.14042,-3.36262,-3.92776,-4.10627,-12.8573,-2.45183,-19.3102,-0.656832,10.0782,18.2091,21.2205,-20.4313
-4.40326,0.857296,0.337175,3,7,0,9.07309,5.21448,7.40426,2.08163,1.09233,0.124421,0.534276,-0.0193565,-0.211185,0.011498,0.712662,20.6274,13.3024,6.13572,9.1704,5.07116,3.65081,5.29961,10.4912,-3.74778,-3.3621,-3.85454,-3.3363,-3.34369,-3.34587,-4.02802,-3.81282,28.4257,-6.92019,-3.31608,3.0734,6.11306,0.660096,5.24434,-21.2447
-6.21657,0.928253,0.337175,4,15,0,9.31381,4.49273,1.65516,-1.6231,-0.847796,-0.661105,-0.503386,-1.37213,0.576703,0.561263,-0.472364,1.80624,3.08949,3.3985,3.65955,2.22163,5.44727,5.42172,3.71089,-5.15168,-3.34209,-3.77149,-3.36294,-3.18023,-3.39856,-4.01259,-3.91534,12.7755,2.40951,21.3548,-10.2352,-5.36707,4.54969,11.968,34.1465
-7.46052,0.962712,0.337175,4,15,0,13.2367,9.04078,2.79103,1.58822,-0.517262,-0.409199,1.09259,0.201055,-1.60164,0.505402,1.56938,13.4736,7.59709,7.89869,12.0902,9.60193,4.57056,10.4514,13.421,-4.09592,-3.22234,-3.92352,-3.4239,-3.81,-3.36952,-3.50643,-3.81243,17.1494,29.6548,-15.4056,10.015,10.4642,14.7181,15.1636,20.0882
-3.05254,0.96597,0.337175,3,7,0,9.8539,7.19494,5.51806,0.844057,0.121338,0.0277032,0.43403,-0.649603,-1.07981,0.259086,0.7134,11.8525,7.86449,7.34781,9.58995,3.61039,1.2365,8.6246,11.1315,-4.20641,-3.22162,-3.90066,-3.34455,-3.24737,-3.31706,-3.66101,-3.81047,7.76708,11.1468,33.9962,-5.89064,-0.819663,4.47927,-6.93394,9.04922
-6.95413,0.964431,0.337175,4,15,0,9.79294,-1.22589,3.01119,0.825552,0.38957,0.76602,0.70537,-0.582032,0.720169,2.44758,-0.570777,1.26,-0.0528227,1.08074,0.898113,-2.9785,0.942673,6.14425,-2.94461,-5.21594,-3.54576,-3.72405,-3.47069,-3.14033,-3.31685,-3.92432,-4.15397,-1.25101,0.139548,-0.933295,3.52659,3.0165,8.33432,17.5462,6.282
-9.07591,0.952398,0.337175,3,7,0,13.0518,1.62672,5.38036,0.0129827,0.368614,0.797143,1.55431,-0.102383,-0.302546,3.43244,-0.665978,1.69657,3.61,5.91563,9.98948,1.07586,-0.00108432,20.0945,-1.95648,-5.16448,-3.31788,-3.84678,-3.35376,-3.14276,-3.32098,-3.24346,-4.1099,-15.3747,-4.65318,6.40868,13.3503,-5.57464,5.715,25.8974,3.97449
-7.64042,1,0.337175,4,15,0,12.9151,5.74798,2.38436,1.3044,0.406143,-1.37507,-1.17056,-0.300162,0.320721,-1.80205,1.16023,8.85815,6.71637,2.46931,2.95695,5.03228,6.51269,1.45125,8.51438,-4.44123,-3.22976,-3.74995,-3.38438,-3.34078,-3.44241,-4.59083,-3.82806,20.8792,18.5706,-11.388,1.71806,17.3794,0.923628,-3.64882,30.078
-11.3594,0.926579,0.337175,4,15,0,17.3013,-4.08501,4.91721,-0.779504,1.26712,-0.991456,-0.829114,0.281664,-1.54675,2.07514,-0.987487,-7.918,2.14571,-8.96021,-8.16194,-2.70001,-11.6907,6.11889,-8.9407,-6.49388,-3.39289,-3.76091,-4.26677,-3.134,-3.98235,-3.92733,-4.48603,-33.7428,-0.838369,-5.35115,-10.6946,10.7841,-21.0166,-4.42657,38.5297
-10.0936,0.971637,0.337175,3,7,0,17.2003,0.200923,1.48055,-0.519671,1.91752,-0.905033,-0.446497,0.68238,0.48362,1.20735,-2.44439,-0.568476,3.0399,-1.13903,-0.460139,1.21122,0.916947,1.98847,-3.41812,-5.44067,-3.34454,-3.69829,-3.54681,-3.14635,-3.31686,-4.50337,-4.17616,-1.36445,20.4266,-4.64203,21.1782,3.42985,-0.923748,0.276952,-23.8447
-9.94458,1,0.337175,4,15,0,13.7307,7.31914,2.85308,0.402756,-1.60558,1.13438,0.128282,-1.84281,-0.50484,0.45993,2.73123,8.46824,2.73828,10.5556,7.68514,2.06145,5.87879,8.63136,15.1116,-4.47474,-3.35995,-4.05042,-3.31877,-3.17402,-3.41519,-3.66038,-3.82425,33.8553,-13.9241,18.2867,-1.71993,14.4029,2.90638,15.0955,23.6436
-4.53614,1,0.337175,3,7,0,12.3182,9.62943,6.39909,-0.235622,0.426879,-0.393944,-0.988752,-0.158991,0.415176,0.0960911,0.548367,8.12166,12.3611,7.10855,3.30231,8.61203,12.2862,10.2443,13.1385,-4.5051,-3.31662,-3.8911,-3.37333,-3.68648,-3.84319,-3.52228,-3.81131,26.7515,2.00986,-7.24185,-0.78662,3.40222,14.2789,8.41869,38.737
-6.39999,0.965902,0.337175,3,7,0,9.07118,1.67851,2.43002,0.433035,-1.13969,-0.452391,1.21971,-1.11846,-1.2683,1.49194,0.25298,2.73079,-1.09096,0.579188,4.64244,-1.03937,-1.40348,5.30395,2.29326,-5.04595,-3.63475,-3.71655,-3.3398,-3.11617,-3.3407,-4.02747,-3.95471,6.65847,-16.6611,-16.2207,3.46595,-16.9309,-17.8907,3.69721,3.99292
-5.3159,0.957732,0.337175,3,7,0,10.0349,5.07027,7.10585,0.220599,0.717092,0.279389,-0.128328,0.60459,0.427802,-0.102638,1.95022,6.63781,10.1658,7.05556,4.15839,9.36639,8.11017,4.34094,18.9282,-4.64108,-3.24498,-3.88902,-3.3502,-3.77951,-3.52574,-4.15437,-3.88338,-3.89551,13.7725,11.595,0.485034,-6.99543,-0.397354,12.7988,-8.32844
-7.96341,0.812606,0.337175,4,15,0,10.4786,5.20252,0.0465007,-0.236481,0.371044,0.196826,0.326931,-1.00083,0.549725,-0.904383,-1.07633,5.19153,5.21978,5.21168,5.21773,5.15598,5.22809,5.16047,5.15247,-4.78305,-3.26017,-3.82323,-3.32996,-3.35009,-3.3907,-4.04579,-3.88167,-1.23251,10.9109,-4.34076,-11.665,-5.18302,-4.10335,8.75618,-30.4022
-6.74278,0.462027,0.337175,4,15,0,11.7358,1.57202,0.440249,0.000765588,0.44005,-1.381,0.0994901,-0.687417,0.144493,0.996702,1.18868,1.57236,1.76575,0.964036,1.61582,1.26938,1.63563,2.01082,2.09533,-5.17903,-3.41585,-3.72222,-3.43662,-3.14795,-3.3185,-4.49979,-3.9607,1.1818,-9.09245,-22.2502,1.54492,3.12971,12.7124,-0.419271,15.8857
-5.33201,0.99406,0.337175,3,7,0,10.2435,8.50021,1.67464,0.0974141,0.464896,0.506961,-1.59261,-0.75842,-0.110257,-0.291139,-0.52987,8.66334,9.27874,9.34918,5.83316,7.23013,8.31557,8.01265,7.61287,-4.45789,-3.2297,-3.98938,-3.32246,-3.53428,-3.53798,-3.72026,-3.83901,25.8699,29.4794,22.0388,13.9357,9.40365,-1.10094,15.2843,-4.77185
-3.27194,0.98079,0.337175,3,7,0,7.90673,4.28105,11.5798,-0.327381,0.619087,0.432785,0.0962295,-0.174461,-0.474539,0.0708225,0.217047,0.490035,11.45,9.29263,5.39538,2.26082,-1.21403,5.10117,6.79442,-5.30876,-3.28104,-3.98666,-3.32747,-3.1818,-3.33709,-4.05342,-3.85113,-7.37558,4.53723,23.5549,-1.79663,4.14289,-3.89967,1.31774,4.12001
